Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discount Category,Loss Flag
Second Class,Consumer,Henderson,Kentucky,South,Office Supplies,Art,8.75,1,0.0,2.625,30.0,No Discount,Profit
Second Class,Consumer,Henderson,Kentucky,South,Furniture,Tables,842.94,3,0.0,160.1586,19.0,No Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,2.182,1,0.8,-3.6003,-165.0,High Discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,27.384,7,0.2,2.7384,10.0,Low Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,26.406,3,0.8,-71.2962,-270.0,High Discount,Loss
Standard Class,Consumer,Port Arthur,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,35.0,Low Discount,Profit
Standard Class,Consumer,Port Arthur,Texas,Central,Office Supplies,Paper,23.68,4,0.2,7.4,31.25,Low Discount,Profit
Standard Class,Consumer,Westland,Michigan,Central,Technology,Accessories,109.95,1,0.0,36.2835,32.99999999999999,No Discount,Profit
Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Storage,965.85,5,0.0,135.219,13.999999999999998,No Discount,Profit
Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Art,29.2,5,0.0,10.512,36.00000000000001,No Discount,Profit
Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Paper,32.4,5,0.0,15.552,48.0,No Discount,Profit
Standard Class,Home Office,Bloomington,Indiana,Central,Office Supplies,Envelopes,78.35,5,0.0,36.8245,47.0,No Discount,Profit
Standard Class,Home Office,Bloomington,Indiana,Central,Office Supplies,Paper,31.68,6,0.0,14.256,45.0,No Discount,Profit
Standard Class,Home Office,Bloomington,Indiana,Central,Office Supplies,Binders,29.12,4,0.0,14.2688,49.0,No Discount,Profit
Standard Class,Home Office,Bloomington,Indiana,Central,Office Supplies,Storage,169.45,5,0.0,42.3625,25.0,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,12.56,2,0.0,4.0192,31.999999999999996,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0.0,3.1104,47.99999999999999,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,186.69,3,0.0,87.7443,47.0,No Discount,Profit
First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,25.4,5,0.0,8.636,34.0,No Discount,Profit
First Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,43.96,2,0.0,20.6612,47.0,No Discount,Profit
First Class,Consumer,San Francisco,California,West,Furniture,Bookcases,1279.165,5,0.15,225.735,17.647058823529413,Low Discount,Profit
First Class,Consumer,San Francisco,California,West,Office Supplies,Storage,27.92,4,0.0,0.5584,2.0,No Discount,Profit
Standard Class,Home Office,San Francisco,California,West,Furniture,Chairs,129.568,2,0.2,-12.9568,-10.0,Low Discount,Loss
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,6.368,2,0.2,2.1492,33.75,Low Discount,Profit
Standard Class,Consumer,San Jose,California,West,Office Supplies,Paper,244.55,5,0.0,114.9385,47.0,No Discount,Profit
Standard Class,Consumer,Denver,Colorado,West,Office Supplies,Supplies,1332.496,2,0.2,-299.8116,-22.499999999999996,Low Discount,Loss
First Class,Home Office,Aurora,Colorado,West,Furniture,Furnishings,32.776,1,0.2,3.2776,10.0,Low Discount,Profit
First Class,Home Office,Aurora,Colorado,West,Office Supplies,Storage,147.184,2,0.2,-29.4368,-20.0,Low Discount,Loss
First Class,Home Office,Aurora,Colorado,West,Technology,Accessories,54.384,2,0.2,1.3596,2.5,Low Discount,Profit
First Class,Home Office,Aurora,Colorado,West,Office Supplies,Binders,76.776,4,0.7,-58.8616,-76.66666666666667,High Discount,Loss
First Class,Home Office,Aurora,Colorado,West,Office Supplies,Paper,14.352,3,0.2,5.2026,36.25,Low Discount,Profit
First Class,Home Office,Aurora,Colorado,West,Office Supplies,Appliances,209.792,2,0.2,26.224,12.5,Low Discount,Profit
Standard Class,Corporate,Boise,Idaho,West,Office Supplies,Binders,3.304,1,0.2,1.1151,33.75,Low Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,16.38,9,0.0,7.371,45.00000000000001,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,167.96,2,0.0,78.9412,47.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,321.568,2,0.2,-16.0784,-5.0,Low Discount,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,No Discount,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,128.058,3,0.3,-23.7822,-18.571428571428573,Medium discount,Loss
Same Day,Home Office,Mentor,Ohio,East,Furniture,Chairs,63.686,1,0.3,-15.4666,-24.285714285714285,Medium discount,Loss
Same Day,Home Office,Mentor,Ohio,East,Technology,Accessories,239.976,3,0.2,65.9934,27.499999999999996,Low Discount,Profit
Same Day,Home Office,Mentor,Ohio,East,Furniture,Tables,344.22,2,0.4,-189.321,-54.99999999999999,Medium discount,Loss
Same Day,Home Office,Mentor,Ohio,East,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,Low Discount,Profit
Same Day,Home Office,Mentor,Ohio,East,Furniture,Furnishings,21.248,4,0.2,7.4368,35.0,Low Discount,Profit
Same Day,Home Office,Mentor,Ohio,East,Office Supplies,Paper,8.448,2,0.2,2.64,31.25,Low Discount,Profit
Same Day,Consumer,Lawton,Oklahoma,Central,Office Supplies,Storage,333.09,3,0.0,23.3163,7.000000000000001,No Discount,Profit
Same Day,Consumer,Lawton,Oklahoma,Central,Furniture,Tables,248.98,2,0.0,54.7756,22.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,24.9,5,0.0,11.703,47.0,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,15.26,7,0.0,5.0358,33.0,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,43.32,2,0.0,14.2956,33.0,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,43.584,12,0.2,15.7992,36.25,Low Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,116.28,3,0.0,56.9772,49.00000000000001,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,9.296,2,0.2,3.0212,32.5,Low Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,314.55,3,0.0,150.984,48.00000000000001,No Discount,Profit
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,16.27,5,0.8,-25.2185,-155.0,High Discount,Loss
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Supplies,69.12,9,0.2,-14.688,-21.25,Low Discount,Loss
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,4.47,3,0.8,-7.8225,-175.0,High Discount,Loss
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,418.296,3,0.2,5.2287,1.25,Low Discount,Profit
Second Class,Consumer,Columbus,Ohio,East,Technology,Copiers,659.988,2,0.4,109.998,16.666666666666664,Medium discount,Profit
Second Class,Consumer,Columbus,Ohio,East,Furniture,Furnishings,8.128,2,0.2,1.4224,17.5,Low Discount,Profit
Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Paper,36.288,7,0.2,12.7008,35.0,Low Discount,Profit
Second Class,Consumer,Columbus,Ohio,East,Furniture,Chairs,909.72,6,0.3,-51.984,-5.714285714285714,Medium discount,Loss
Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,917.9235,9,0.15,75.5937,8.235294117647058,Low Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,38.88,6,0.0,19.0512,49.0,No Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,631.176,4,0.7,-462.8624,-73.33333333333333,High Discount,Loss
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,No Discount,Profit
Standard Class,Corporate,Bakersfield,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,No Discount,Profit
Standard Class,Corporate,Bakersfield,California,West,Office Supplies,Binders,23.2,5,0.2,8.12,35.0,Low Discount,Profit
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072,34.99999999999999,Low Discount,Profit
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Fasteners,21.312,6,0.2,7.1928,33.75,Low Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,173.656,7,0.2,17.3656,10.0,Low Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,361.96,2,0.0,101.3488,28.000000000000004,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Technology,Accessories,62.85,3,0.0,13.1985,21.0,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,818.376,3,0.2,51.1485,6.25,Low Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,20.34,1,0.0,0.2034,1.0,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,23.99,1,0.0,5.5177,23.0,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,171.288,3,0.2,-6.4233,-3.75,Low Discount,Loss
Standard Class,Corporate,Springfield,Missouri,Central,Furniture,Furnishings,37.3,2,0.0,17.158,46.00000000000001,No Discount,Profit
Standard Class,Corporate,Springfield,Missouri,Central,Office Supplies,Binders,81.96,2,0.0,39.3408,48.00000000000001,No Discount,Profit
First Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,54.792,6,0.7,-40.1808,-73.33333333333333,High Discount,Loss
First Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,10.784,1,0.2,0.8088,7.5,Low Discount,Profit
Second Class,Consumer,Hampton,Virginia,South,Furniture,Chairs,290.98,1,0.0,75.6548,25.999999999999996,No Discount,Profit
Standard Class,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Art,36.44,4,0.0,12.0252,33.0,No Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,21.4,5,0.0,10.058,47.0,No Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,48.664,7,0.2,15.8158,32.49999999999999,Low Discount,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,16.56,4,0.0,6.9552,42.0,No Discount,Profit
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Storage,1347.52,8,0.2,84.22,6.25,Low Discount,Profit
Standard Class,Corporate,Richmond,Indiana,Central,Technology,Accessories,62.31,3,0.0,22.4316,36.0,No Discount,Profit
Standard Class,Corporate,Richmond,Indiana,Central,Furniture,Furnishings,20.32,4,0.0,6.9088,34.0,No Discount,Profit
Second Class,Corporate,Louisville,Colorado,West,Office Supplies,Fasteners,9.432,3,0.2,3.0654,32.49999999999999,Low Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,34.86,7,0.0,16.0356,46.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,89.34,6,0.0,24.1218,27.0,No Discount,Profit
Standard Class,Home Office,Rome,New York,East,Technology,Phones,269.98,2,0.0,67.495,25.0,No Discount,Profit
Standard Class,Home Office,Rome,New York,East,Office Supplies,Paper,99.9,5,0.0,47.952,47.99999999999999,No Discount,Profit
Standard Class,Home Office,Rome,New York,East,Furniture,Furnishings,39.08,4,0.0,14.4596,37.0,No Discount,Profit
Second Class,Corporate,Marion,Ohio,East,Technology,Accessories,116.832,4,0.2,33.5892,28.749999999999996,Low Discount,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.296,2,0.8,-3.9032,-170.00000000000003,High Discount,Loss
First Class,Consumer,New York City,New York,East,Furniture,Chairs,408.006,2,0.1,72.5344,17.777777777777782,Low Discount,Profit
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,40.44,3,0.0,10.5144,26.0,No Discount,Profit
Same Day,Home Office,Manteca,California,West,Furniture,Chairs,122.352,3,0.2,13.7646,11.249999999999998,Low Discount,Profit
Same Day,Home Office,Manteca,California,West,Office Supplies,Envelopes,15.28,2,0.0,7.4872,49.0,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,11.96,2,0.0,5.8604,49.0,No Discount,Profit
Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,15.84,3,0.0,4.9104,31.0,No Discount,Profit
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,86.376,3,0.2,30.2316,35.0,Low Discount,Profit
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,18.24,3,0.0,6.2016,34.0,No Discount,Profit
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,13.12,4,0.0,4.3296,33.0,No Discount,Profit
Standard Class,Corporate,Providence,Rhode Island,East,Technology,Phones,105.98,2,0.0,1.0598,1.0,No Discount,Profit
Standard Class,Corporate,Providence,Rhode Island,East,Furniture,Tables,493.92,7,0.3,-28.224,-5.714285714285714,Medium discount,Loss
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,5.936,7,0.8,-8.904,-150.0,High Discount,Loss
First Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Envelopes,325.86,2,0.0,149.8956,46.0,No Discount,Profit
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,383.607,9,0.3,-5.4801,-1.4285714285714286,Medium discount,Loss
Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,148.48,2,0.2,16.704,11.250000000000002,Low Discount,Profit
Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,537.544,7,0.2,53.7544,10.0,Low Discount,Profit
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,1.928,2,0.8,-2.9884,-155.0,High Discount,Loss
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,6.912,3,0.2,0.6912,10.0,Low Discount,Profit
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,7.76,1,0.6,-2.134,-27.499999999999996,High Discount,Loss
Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,659.168,4,0.2,49.4376,7.500000000000001,Low Discount,Profit
First Class,Consumer,Manchester,Connecticut,East,Office Supplies,Labels,5.76,2,0.0,2.8224,49.00000000000001,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Tables,351.216,3,0.2,4.3902,1.25,Low Discount,Profit
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,230.28,3,0.2,23.028,10.0,Low Discount,Profit
Second Class,Consumer,La Crosse,Wisconsin,Central,Office Supplies,Binders,56.82,3,0.0,28.41,50.0,No Discount,Profit
First Class,Consumer,Florence,South Carolina,South,Office Supplies,Fasteners,31.56,4,0.0,14.202,45.0,No Discount,Profit
First Class,Consumer,Florence,South Carolina,South,Office Supplies,Storage,27.92,4,0.0,0.5584,2.0,No Discount,Profit
Standard Class,Consumer,Glendale,Arizona,West,Office Supplies,Binders,8.559,1,0.7,-6.5619,-76.66666666666667,High Discount,Loss
Standard Class,Corporate,El Paso,Texas,Central,Office Supplies,Envelopes,49.568,2,0.2,17.9684,36.25,Low Discount,Profit
First Class,Consumer,San Antonio,Texas,Central,Furniture,Chairs,127.869,3,0.3,-9.1335,-7.142857142857142,Medium discount,Loss
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,271.44,3,0.0,122.148,45.0,No Discount,Profit
Second Class,Corporate,Los Angeles,California,West,Technology,Phones,110.352,3,0.2,8.2764,7.5,Low Discount,Profit
Second Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,36.4,5,0.0,13.832,38.00000000000001,No Discount,Profit
Standard Class,Home Office,Miramar,Florida,South,Furniture,Chairs,419.136,4,0.2,-57.6312,-13.749999999999998,Low Discount,Loss
Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Storage,100.704,6,0.2,-1.2588,-1.25,Low Discount,Loss
Standard Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Appliances,45.216,3,0.2,4.5216,10.0,Low Discount,Profit
Standard Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Binders,28.782,6,0.7,-21.1068,-73.33333333333333,High Discount,Loss
Standard Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Paper,24.448,4,0.2,8.8624,36.24999999999999,Low Discount,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,10.476,6,0.8,-17.2854,-164.99999999999997,High Discount,Loss
Second Class,Home Office,San Jose,California,West,Furniture,Furnishings,76.14,3,0.0,26.649,35.0,No Discount,Profit
Second Class,Home Office,Wichita,Kansas,Central,Office Supplies,Art,21.24,3,0.0,8.0712,38.0,No Discount,Profit
Second Class,Home Office,Wichita,Kansas,Central,Office Supplies,Binders,127.96,2,0.0,60.1412,47.0,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Technology,Copiers,479.984,2,0.2,89.997,18.75,Low Discount,Profit
Standard Class,Home Office,Jackson,Michigan,Central,Technology,Phones,657.93,7,0.0,184.2204,28.000000000000004,No Discount,Profit
Standard Class,Home Office,Jackson,Michigan,Central,Furniture,Furnishings,33.48,4,0.0,8.7048,26.000000000000007,No Discount,Profit
Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Art,13.9,5,0.0,3.614,26.0,No Discount,Profit
Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Storage,26.86,2,0.0,6.715,25.0,No Discount,Profit
Standard Class,Consumer,Lewiston,Idaho,West,Office Supplies,Binders,9.584,1,0.2,3.3544,35.0,Low Discount,Profit
Standard Class,Home Office,Hampton,Virginia,South,Office Supplies,Binders,113.1,3,0.0,56.55,50.0,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,65.78,11,0.0,32.2322,49.0,No Discount,Profit
Standard Class,Corporate,Hattiesburg,Mississippi,South,Technology,Accessories,239.7,6,0.0,105.468,44.00000000000001,No Discount,Profit
First Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.632,3,0.2,3.8448,15.0,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,23.616,8,0.2,7.9704,33.75,Low Discount,Profit
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Art,8.26,2,0.0,3.7996,46.0,No Discount,Profit
Second Class,Home Office,Danville,California,West,Office Supplies,Envelopes,76.58,7,0.0,38.29,50.0,No Discount,Profit
Second Class,Home Office,Danville,California,West,Office Supplies,Art,8.8,5,0.0,4.224,48.0,No Discount,Profit
Second Class,Home Office,Danville,California,West,Office Supplies,Binders,590.352,6,0.2,206.6232,35.0,Low Discount,Profit
Second Class,Home Office,Danville,California,West,Office Supplies,Fasteners,5.58,3,0.0,0.1674,3.0,No Discount,Profit
Second Class,Home Office,Danville,California,West,Furniture,Furnishings,25.02,3,0.0,10.5084,42.0,No Discount,Profit
Second Class,Home Office,Danville,California,West,Office Supplies,Storage,452.55,7,0.0,22.6275,5.0,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,17.76,2,0.0,4.9728,27.999999999999996,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,302.384,2,0.2,30.2384,10.0,Low Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,146.352,3,0.2,-5.4882,-3.75,Low Discount,Loss
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,7.9,2,0.0,2.054,25.999999999999996,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Tables,902.712,3,0.2,33.8517,3.75,Low Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,53.97,3,0.0,15.1116,27.999999999999996,No Discount,Profit
Second Class,Home Office,Washington,District of Columbia,East,Office Supplies,Art,33.92,8,0.0,13.2288,38.99999999999999,No Discount,Profit
Standard Class,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Supplies,21.81,3,0.0,5.8887,27.0,No Discount,Profit
Standard Class,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,91.6,5,0.0,26.564,29.000000000000004,No Discount,Profit
Standard Class,Home Office,Baltimore,Maryland,East,Furniture,Chairs,150.98,1,0.0,43.7842,29.000000000000004,No Discount,Profit
Standard Class,Home Office,Baltimore,Maryland,East,Office Supplies,Envelopes,137.25,9,0.0,63.135,46.0,No Discount,Profit
Standard Class,Home Office,Baltimore,Maryland,East,Office Supplies,Fasteners,11.52,4,0.0,5.4144,47.0,No Discount,Profit
Second Class,Home Office,Jacksonville,North Carolina,South,Office Supplies,Paper,18.272,1,0.2,5.9384,32.5,Low Discount,Profit
Second Class,Home Office,Jacksonville,North Carolina,South,Office Supplies,Paper,153.728,4,0.2,53.8048,35.0,Low Discount,Profit
Second Class,Home Office,Jacksonville,North Carolina,South,Office Supplies,Envelopes,12.224,2,0.2,4.4312,36.24999999999999,Low Discount,Profit
Second Class,Home Office,Jacksonville,North Carolina,South,Technology,Accessories,167.944,7,0.2,50.3832,30.000000000000004,Low Discount,Profit
Standard Class,Consumer,Rochester,New York,East,Technology,Phones,45.99,1,0.0,13.3371,28.999999999999996,No Discount,Profit
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Storage,535.41,3,0.0,160.623,30.0,No Discount,Profit
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Binders,6.096,2,0.2,2.0574,33.75,Low Discount,Profit
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Paper,45.36,7,0.0,21.7728,48.0,No Discount,Profit
Standard Class,Consumer,Oceanside,California,West,Furniture,Furnishings,47.12,8,0.0,20.7328,44.00000000000001,No Discount,Profit
Second Class,Corporate,Gulfport,Mississippi,South,Office Supplies,Binders,31.36,4,0.0,15.68,50.0,No Discount,Profit
Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Art,47.616,3,0.2,3.5712,7.5,Low Discount,Profit
Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,23.48,5,0.2,8.218,35.0,Low Discount,Profit
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Appliances,62.79,3,0.8,-166.3935,-265.0,High Discount,Loss
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Fasteners,28.44,9,0.2,4.266,15.0,Low Discount,Profit
Second Class,Corporate,Houston,Texas,Central,Technology,Accessories,134.376,3,0.2,6.7188,5.0,Low Discount,Profit
Standard Class,Home Office,Everett,Massachusetts,East,Technology,Phones,589.9,2,0.0,147.475,25.0,No Discount,Profit
Standard Class,Home Office,Everett,Massachusetts,East,Furniture,Chairs,542.94,3,0.0,141.1644,25.999999999999996,No Discount,Profit
First Class,Home Office,Los Angeles,California,West,Technology,Copiers,2879.952,6,0.2,1007.9832,35.0,Low Discount,Profit
First Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,90.48,3,0.2,33.93,37.5,Low Discount,Profit
Second Class,Corporate,Wilmington,Delaware,East,Office Supplies,Storage,77.55,5,0.0,21.714,27.999999999999996,No Discount,Profit
Standard Class,Consumer,Columbia,Tennessee,South,Office Supplies,Supplies,8.832,3,0.2,-1.9872,-22.499999999999996,Low Discount,Loss
Standard Class,Consumer,Columbia,Tennessee,South,Office Supplies,Paper,177.536,4,0.2,62.1376,35.0,Low Discount,Profit
Standard Class,Consumer,Columbia,Tennessee,South,Office Supplies,Storage,258.48,2,0.2,-3.231,-1.25,Low Discount,Loss
Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Furnishings,14.136,3,0.2,4.2408,30.000000000000004,Low Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,77.55,5,0.0,20.163,26.0,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,24.88,2,0.0,6.9664,28.000000000000004,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,140.75,5,0.0,39.41,27.999999999999996,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,36.63,3,0.0,9.8901,27.0,No Discount,Profit
Same Day,Consumer,Mount Pleasant,Michigan,Central,Furniture,Furnishings,17.14,2,0.0,6.1704,36.0,No Discount,Profit
Second Class,Consumer,San Francisco,California,West,Office Supplies,Labels,51.75,5,0.0,24.84,48.0,No Discount,Profit
Second Class,Consumer,San Francisco,California,West,Furniture,Furnishings,123.96,3,0.0,11.1564,9.0,No Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Furniture,Bookcases,586.398,6,0.15,34.494,5.88235294117647,Low Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,80.98,1,0.0,3.2392,3.9999999999999996,No Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,242.94,3,0.0,9.7176,3.9999999999999996,No Discount,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,123.92,4,0.0,33.4584,26.999999999999996,No Discount,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,12.39,3,0.0,5.6994,46.0,No Discount,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,47.3,2,0.0,12.298,26.0,No Discount,Profit
Standard Class,Consumer,Newport News,Virginia,South,Technology,Copiers,1599.92,8,0.0,751.9624,47.0,No Discount,Profit
Standard Class,Consumer,Newport News,Virginia,South,Office Supplies,Envelopes,11.09,1,0.0,5.4341,49.0,No Discount,Profit
Second Class,Consumer,Fort Collins,Colorado,West,Office Supplies,Binders,3.168,4,0.7,-2.5344,-80.0,High Discount,Loss
Second Class,Consumer,Fort Collins,Colorado,West,Furniture,Chairs,579.136,4,0.2,-28.9568,-5.0,Low Discount,Loss
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,6.368,2,0.2,2.1492,33.75,Low Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Technology,Machines,558.4,2,0.2,41.88,7.500000000000001,Low Discount,Profit
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,145.764,2,0.1,-8.098,-5.555555555555556,Low Discount,Loss
Standard Class,Corporate,Richmond,Virginia,South,Office Supplies,Paper,13.62,3,0.0,6.129,45.0,No Discount,Profit
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,434.646,3,0.1,62.7822,14.444444444444446,Low Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,440.19,9,0.0,206.8893,47.0,No Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Supplies,64.4,5,0.0,1.932,2.9999999999999996,No Discount,Profit
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,244.55,5,0.0,114.9385,47.0,No Discount,Profit
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,195.76,4,0.0,97.88,50.0,No Discount,Profit
Standard Class,Home Office,Perth Amboy,New Jersey,East,Office Supplies,Paper,11.76,2,0.0,5.7624,49.00000000000001,No Discount,Profit
Standard Class,Home Office,Perth Amboy,New Jersey,East,Office Supplies,Storage,166.45,5,0.0,39.948,24.000000000000004,No Discount,Profit
Second Class,Consumer,San Francisco,California,West,Office Supplies,Fasteners,2.88,1,0.0,1.3536,47.0,No Discount,Profit
